,Doc. Date,Material,Order qty,Ship-to nu,PCS delivered,HL delivered,delivery_days,delivery_flag,lead_time_creation_vs_rdd_flag,MACO/HL ,Groupement,Postal Code,Street,Sous groupement,M2_Territory_ID,M1_Territory_ID,Dépt,Brand,Subrand,SEGMENTS : Pils / Spécialités / Superspécialités/Bouteille Young adult,Container Type,Container Size,Variétés,Segment LE,Latitude,Longitude,Degre Alc,TTC,Brut + TE,Net + TE - Hors majoration de rompu de palette,DA
10,2021-01-08 00:00:00,48859,70,29378784,70,"4,2",6,1,1,"114,3653426",INDEPENDANTS,62570,PLACE JEAN JAURES,ALLAN,FR01_ON_2000,FR01_ON_2006,62,,,,,,,,"50,6978","2,2423","5,2","12,9312","10,776","10,776",0
11,2021-01-11 00:00:00,3450,70,29379853,70,"4,2",8,1,1,"199,771968",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,5382","6,4026","4,8","20,3213052","18,102","16,934421",0
12,2021-01-11 00:00:00,63480,56,29379853,56,"3,36",8,1,1,"132,7797448",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,5382","6,4026",5,"16,1681184","14,364","13,473432",0
13,2021-01-11 00:00:00,70601,70,29379853,70,"4,2",8,1,1,"186,7078982",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,GOOSE,GOOSE,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"47,5382","6,4026","5,9","22,6512","18,876","18,876",0
14,2021-01-11 00:00:00,10947,210,29379853,210,"12,6",8,1,1,"140,097307",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,HOEGAARDEN,HOEGAARDEN WHITE,Spécialités,PERFECT DRAFT,"6,000 L",Blanche,PREMIUM,"47,5382","6,4026","4,8","16,2896832","14,472","13,574736",0
15,2021-01-11 00:00:00,33335,70,29379853,70,"4,2",8,1,1,"167,1285306",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,HOEGAARDEN,HOEGAARDEN ROSEE,Super Spécialités,PERFECT DRAFT,"6,000 L",Rosée,PREMIUM,"47,5382","6,4026",3,"19,09908","17,49","15,9159",0
16,2021-01-11 00:00:00,11766,210,29379853,210,"12,6",8,1,1,"142,9023785",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,5382","6,4026","5,2","16,2395316","14,466","13,532943",0
17,2021-01-11 00:00:00,10946,700,29379853,700,42,8,1,1,"150,689825",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,LEFFE,LEFFE BLONDE,Spécialités,PERFECT DRAFT,"6,000 L",Blonde,PREMIUM,"47,5382","6,4026","6,6","17,5390992","15,582","14,615916",0
18,2021-01-11 00:00:00,20614,140,29379853,140,"8,4",8,1,1,"195,5874479",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,LEFFE,LEFFE RUBY,Super Spécialités,PERFECT DRAFT,"6,000 L",Ruby,PREMIUM,"47,5382","6,4026",5,"22,774752","20,856","18,97896",0
19,2021-01-11 00:00:00,63481,56,29379853,56,"3,36",8,1,1,"133,459685",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,5382","6,4026","5,2","16,0195392","14,232","13,349616",0
20,2021-01-11 00:00:00,19898,210,29379853,210,"12,6",8,1,1,"141,2079043",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,5382","6,4026",5,"16,4887488","14,688","13,740624",0
21,2021-01-11 00:00:00,82315,22,29379853,22,"0,99",8,1,1,,C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,KWAK,KWAK,Craft,BOTTLE VP - Hors Tendances,"0,750 L",-,SUPER PREMIUM,"47,5382","6,4026","8,4","25,3872","21,072","21,072","0,084"
22,2021-01-11 00:00:00,59874,10,29379853,10,"0,792",8,1,1,"186,9042007",C10,70110,ROUTE D'HERICOURT,DAMIDEAUX MICHEL BOISSONS,FR01_ON_3000,FR01_ON_3006,70,TRIPLE KARMELIET,TRIPLE KARMELIET,Craft,BOTTLE VC,"0,330 L",-,SUPER PREMIUM,"47,5382","6,4026","8,4","28,4544","23,712","23,712",0
23,2021-01-11 00:00:00,71316,70,29379855,70,"4,2",8,1,1,"127,984305",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,BUD ,BUD,Pils,PERFECT DRAFT,"6,000 L",Bud,PREMIUM LAGER,"43,733","6,1765",5,"15,7747752","14,052","13,145646",0
24,2021-01-11 00:00:00,3530,70,29379855,70,"4,2",8,1,1,"200,2027857",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,,,,,,,,"43,733","6,1765","5,1","21,2575536","18,936","17,714628",0
25,2021-01-11 00:00:00,70601,140,29379855,140,"8,4",8,1,1,"186,7078982",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,GOOSE,GOOSE,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"43,733","6,1765","5,9","22,6512","18,876","18,876",0
26,2021-01-11 00:00:00,18690,56,29379855,56,"3,36",8,1,1,"136,3808635",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,,,,,,,,"43,733","6,1765","4,9","15,7747752","14,052","13,145646",0
27,2021-01-11 00:00:00,11766,140,29379855,140,"8,4",8,1,1,"142,9023785",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,,,,,,,,"43,733","6,1765","5,2","16,2395316","14,466","13,532943",0
28,2021-01-11 00:00:00,66989,210,29379855,210,"12,6",8,1,1,"195,3340351",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,TRIPLE KARMELIET,TRIPLE KARMELIET,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"43,733","6,1765",8,"21,996","18,33","18,33",0
29,2021-01-11 00:00:00,61629,70,29379855,70,"4,2",8,1,1,"128,264406",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,KWAK,KWAK,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"43,733","6,1765","8,4","18,0936","15,078","15,078",0
30,2021-01-11 00:00:00,64665,70,29379855,70,"4,2",8,1,1,"208,8988426",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,LEFFE,LEFFE AMBREE,Spécialités,PERFECT DRAFT,"6,000 L",Ambrée,PREMIUM,"43,733","6,1765","6,6","22,4016912","19,902","18,668076",0
31,2021-01-11 00:00:00,17028,70,29379855,70,"4,2",8,1,1,"217,4492633",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,LEFFE,LEFFE RITUEL 9°,Super Spécialités,PERFECT DRAFT,"6,000 L",Rituel,PREMIUM,"43,733","6,1765",9,"22,774752","20,856","18,97896",0
32,2021-01-11 00:00:00,19898,70,29379855,70,"4,2",8,1,1,"141,2079043",C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,,,,,,,,"43,733","6,1765",5,"16,4887488","14,688","13,740624",0
33,2021-01-11 00:00:00,63466,23,29379855,0,0,8,1,1,,C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,GOOSE,GOOSE,Craft,BOTTLE VP - Hors Tendances,"0,355 L",-,SUPER PREMIUM,"43,733","6,1765","4,2","18,1008","15,036","15,036","0,048"
34,2021-01-11 00:00:00,63466,23,29379855,23,"0,9798",10,1,1,,C10,83630,ZA LES UCHANES,OLIVIER FRERES,FR01_ON_6000,FR01_ON_6007,83,GOOSE,GOOSE,Craft,BOTTLE VP - Hors Tendances,"0,355 L",-,SUPER PREMIUM,"43,733","6,1765","4,2","18,1008","15,036","15,036","0,048"
35,2021-01-11 00:00:00,3530,40,29379861,40,"2,4",7,1,1,"200,2027857",C10,85700,AVENUE DE LA SEVRE,VINS REMY LIBOUREAU,FR01_ON_1200,FR01_ON_1201,85,,,,,,,,"46,8354","-0,7778","5,1","21,2575536","18,936","17,714628",0
36,2021-01-11 00:00:00,71316,40,29379861,40,"2,4",7,1,1,"127,984305",C10,85700,AVENUE DE LA SEVRE,VINS REMY LIBOUREAU,FR01_ON_1200,FR01_ON_1201,85,BUD ,BUD,Pils,PERFECT DRAFT,"6,000 L",Bud,PREMIUM LAGER,"46,8354","-0,7778",5,"15,7747752","14,052","13,145646",0
37,2021-01-11 00:00:00,11766,140,29379861,140,"8,4",7,1,1,"142,9023785",C10,85700,AVENUE DE LA SEVRE,VINS REMY LIBOUREAU,FR01_ON_1200,FR01_ON_1201,85,,,,,,,,"46,8354","-0,7778","5,2","16,2395316","14,466","13,532943",0
38,2021-01-11 00:00:00,66989,70,29379861,70,"4,2",7,1,1,"195,3340351",C10,85700,AVENUE DE LA SEVRE,VINS REMY LIBOUREAU,FR01_ON_1200,FR01_ON_1201,85,TRIPLE KARMELIET,TRIPLE KARMELIET,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"46,8354","-0,7778",8,"21,996","18,33","18,33",0
39,2021-01-11 00:00:00,53566,10,29379635,10,"0,6",4,1,1,"211,631664",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,LEFFE,LEFFE ROYALE,Super Spécialités,PERFECT DRAFT,"6,000 L",IPA,PREMIUM,"50,7263","2,6309","7,5","22,774752","20,856","18,97896",0
40,2021-01-11 00:00:00,29777,70,29379635,70,"4,2",4,1,1,"133,0953046",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,,,,,,,,"50,7263","2,6309",5,"11,987784","10,488","9,98982",0
41,2021-01-11 00:00:00,10946,140,29379635,140,"8,4",4,1,1,"150,689825",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,LEFFE,LEFFE BLONDE,Spécialités,PERFECT DRAFT,"6,000 L",Blonde,PREMIUM,"50,7263","2,6309","6,6","17,5390992","15,582","14,615916",0
42,2021-01-11 00:00:00,66989,70,29379635,70,"4,2",4,1,1,"195,3340351",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,TRIPLE KARMELIET,TRIPLE KARMELIET,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"50,7263","2,6309",8,"21,996","18,33","18,33",0
43,2021-01-11 00:00:00,20614,20,29379635,20,"1,2",4,1,1,"195,5874479",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,LEFFE,LEFFE RUBY,Super Spécialités,PERFECT DRAFT,"6,000 L",Ruby,PREMIUM,"50,7263","2,6309",5,"22,774752","20,856","18,97896",0
44,2021-01-11 00:00:00,61629,50,29379635,50,3,4,1,1,"128,264406",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,KWAK,KWAK,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"50,7263","2,6309","8,4","18,0936","15,078","15,078",0
45,2021-01-11 00:00:00,11766,30,29379635,30,"1,8",4,1,1,"142,9023785",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,,,,,,,,"50,7263","2,6309","5,2","16,2395316","14,466","13,532943",0
46,2021-01-11 00:00:00,19898,40,29379635,40,"2,4",4,1,1,"141,2079043",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,,,,,,,,"50,7263","2,6309",5,"16,4887488","14,688","13,740624",0
47,2021-01-11 00:00:00,17028,20,29379635,20,"1,2",4,1,1,"217,4492633",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,LEFFE,LEFFE RITUEL 9°,Super Spécialités,PERFECT DRAFT,"6,000 L",Rituel,PREMIUM,"50,7263","2,6309",9,"22,774752","20,856","18,97896",0
48,2021-01-11 00:00:00,48537,20,29379635,20,"1,2",4,1,1,"224,5997572",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,LEFFE,LEFFE ROYALE,Super Spécialités,PERFECT DRAFT,"6,000 L",Whitbread Golding,PREMIUM,"50,7263","2,6309","7,5","22,774752","20,856","18,97896",0
49,2021-01-11 00:00:00,70601,20,29379635,20,"1,2",4,1,1,"186,7078982",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,GOOSE,GOOSE,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"50,7263","2,6309","5,9","22,6512","18,876","18,876",0
50,2021-01-11 00:00:00,48859,70,29379635,70,"4,2",4,1,1,"114,3653426",C10,59270,VIEUX CHEMIN DES LOUPS,ENTREPOTS DES FLANDRES,FR01_ON_2000,FR01_ON_2006,59,,,,,,,,"50,7263","2,6309","5,2","12,316968","10,776","10,26414",0
51,2021-01-11 00:00:00,60036,20,29379829,20,4,3,1,0,"113,4471301",C10,70300,"ZAC du Bouquet, Rue du Bouquet",BURGEY ROBERT ET FILS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,7954","6,4907","5,2","38,42766","33,62","32,02305",0
52,2021-01-11 00:00:00,10947,70,29379829,70,"4,2",3,1,0,"140,097307",C10,70300,"ZAC du Bouquet, Rue du Bouquet",BURGEY ROBERT ET FILS,FR01_ON_3000,FR01_ON_3006,70,HOEGAARDEN,HOEGAARDEN WHITE,Spécialités,PERFECT DRAFT,"6,000 L",Blanche,PREMIUM,"47,7954","6,4907","4,8","16,2896832","14,472","13,574736",0
53,2021-01-11 00:00:00,10946,210,29379829,210,"12,6",3,1,0,"150,689825",C10,70300,"ZAC du Bouquet, Rue du Bouquet",BURGEY ROBERT ET FILS,FR01_ON_3000,FR01_ON_3006,70,LEFFE,LEFFE BLONDE,Spécialités,PERFECT DRAFT,"6,000 L",Blonde,PREMIUM,"47,7954","6,4907","6,6","17,5390992","15,582","14,615916",0
54,2021-01-11 00:00:00,11766,140,29379829,140,"8,4",3,1,0,"142,9023785",C10,70300,"ZAC du Bouquet, Rue du Bouquet",BURGEY ROBERT ET FILS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,7954","6,4907","5,2","16,2395316","14,466","13,532943",0
55,2021-01-11 00:00:00,66989,70,29379829,70,"4,2",3,1,0,"195,3340351",C10,70300,"ZAC du Bouquet, Rue du Bouquet",BURGEY ROBERT ET FILS,FR01_ON_3000,FR01_ON_3006,70,TRIPLE KARMELIET,TRIPLE KARMELIET,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"47,7954","6,4907",8,"21,996","18,33","18,33",0
56,2021-01-11 00:00:00,19898,140,29379829,140,"8,4",3,1,0,"141,2079043",C10,70300,"ZAC du Bouquet, Rue du Bouquet",BURGEY ROBERT ET FILS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,7954","6,4907",5,"16,4887488","14,688","13,740624",0
57,2021-01-11 00:00:00,67561,20,29379829,20,"1,584",3,1,0,,C10,70300,"ZAC du Bouquet, Rue du Bouquet",BURGEY ROBERT ET FILS,FR01_ON_3000,FR01_ON_3006,70,,,,,,,,"47,7954","6,4907",5,"20,448","16,96","16,96","0,08"
58,2021-01-12 00:00:00,19898,560,29378785,560,"33,6",8,1,1,"141,2079043",C10,62120,261 RUE DE LA LIGNE,BEDAGUE,FR01_ON_1000,FR01_ON_1004,62,,,,,,,,"50,6177","2,3964",5,"16,4887488","14,688","13,740624",0
59,2021-01-12 00:00:00,61629,910,29378785,910,"54,6",8,1,1,"128,264406",C10,62120,261 RUE DE LA LIGNE,BEDAGUE,FR01_ON_1000,FR01_ON_1004,62,KWAK,KWAK,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"50,6177","2,3964","8,4","18,0936","15,078","15,078",0
60,2021-01-12 00:00:00,10947,350,29378785,350,21,8,1,1,"140,097307",C10,62120,261 RUE DE LA LIGNE,BEDAGUE,FR01_ON_1000,FR01_ON_1004,62,HOEGAARDEN,HOEGAARDEN WHITE,Spécialités,PERFECT DRAFT,"6,000 L",Blanche,PREMIUM,"50,6177","2,3964","4,8","16,2896832","14,472","13,574736",0
61,2021-01-12 00:00:00,19898,1400,29378785,1400,84,9,1,1,"141,2079043",C10,62120,261 RUE DE LA LIGNE,BEDAGUE,FR01_ON_1000,FR01_ON_1004,62,,,,,,,,"50,6177","2,3964",5,"16,4887488","14,688","13,740624",0
62,2021-01-12 00:00:00,20614,140,29378785,140,"8,4",9,1,1,"195,5874479",C10,62120,261 RUE DE LA LIGNE,BEDAGUE,FR01_ON_1000,FR01_ON_1004,62,LEFFE,LEFFE RUBY,Super Spécialités,PERFECT DRAFT,"6,000 L",Ruby,PREMIUM,"50,6177","2,3964",5,"22,774752","20,856","18,97896",0
63,2021-01-12 00:00:00,10946,280,29378785,280,"16,8",9,1,1,"150,689825",C10,62120,261 RUE DE LA LIGNE,BEDAGUE,FR01_ON_1000,FR01_ON_1004,62,LEFFE,LEFFE BLONDE,Spécialités,PERFECT DRAFT,"6,000 L",Blonde,PREMIUM,"50,6177","2,3964","6,6","17,5390992","15,582","14,615916",0
64,2021-01-12 00:00:00,10946,1820,29378785,1820,"109,2",10,1,1,"150,689825",C10,62120,261 RUE DE LA LIGNE,BEDAGUE,FR01_ON_1000,FR01_ON_1004,62,LEFFE,LEFFE BLONDE,Spécialités,PERFECT DRAFT,"6,000 L",Blonde,PREMIUM,"50,6177","2,3964","6,6","17,5390992","15,582","14,615916",0
65,2021-01-12 00:00:00,80125,1,29379661,120,"9,504",6,1,1,,C10,18000,16 RUE LOUIS BECHEREAU,SCHOEN,FR01_ON_3000,FR01_ON_3002,18,,,,,,,,"47,0833","2,4",5,"24,3552","20,24","20,24","0,056"
66,2021-01-12 00:00:00,77311,1560,29724733,1560,"132,912",6,1,1,,INDEPENDANTS,74150,ROUTE D'AIX LES BAINS,,,,,CORONA,CORONA EXTRA,Bouteille Young Adult,BOTTLE VP - Tendances,"0,355 L",Corona,SUPER PREMIUM,"45,8907","6,0097","4,5","17,9856","14,82","14,82","0,168"
67,2021-01-12 00:00:00,3530,70,29635311,0,0,6,1,1,"200,2027857",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107","5,1","21,927888","18,936","18,27324",0
68,2021-01-12 00:00:00,3530,70,29635311,70,"4,2",7,1,1,"200,2027857",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107","5,1","21,927888","18,936","18,27324",0
69,2021-01-12 00:00:00,3450,70,29635311,70,"4,2",6,1,1,"199,771968",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107","4,8","20,962116","18,102","17,46843",0
70,2021-01-12 00:00:00,11766,210,29635311,210,"12,6",6,1,1,"142,9023785",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107","5,2","16,751628","14,466","13,95969",0
71,2021-01-12 00:00:00,66989,280,29635311,280,"16,8",6,1,1,"195,3340351",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,TRIPLE KARMELIET,TRIPLE KARMELIET,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"49,827","4,2107",8,"21,952008","18,33","18,29334",0
72,2021-01-12 00:00:00,61629,70,29635311,70,"4,2",6,1,1,"128,264406",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,KWAK,KWAK,Craft,PERFECT DRAFT,"6,000 L",-,SUPER PREMIUM,"49,827","4,2107","8,4","18,0574128","15,078","15,047844",0
73,2021-01-12 00:00:00,10946,490,29635311,490,"29,4",6,1,1,"150,689825",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,LEFFE,LEFFE BLONDE,Spécialités,PERFECT DRAFT,"6,000 L",Blonde,PREMIUM,"49,827","4,2107","6,6","17,8943688","15,582","14,911974",0
74,2021-01-12 00:00:00,9938,20,29635311,20,"1,584",6,1,1,,DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107","8,2","31,1294016","27,192","25,941168",0
75,2021-01-12 00:00:00,17028,70,29635311,70,"4,2",6,1,1,"217,4492633",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,LEFFE,LEFFE RITUEL 9°,Super Spécialités,PERFECT DRAFT,"6,000 L",Rituel,PREMIUM,"49,827","4,2107",9,"22,9749696","20,856","19,145808",0
76,2021-01-12 00:00:00,47934,10,29635311,0,0,6,1,1,,DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,LEFFE,LEFFE ROYALE,Super Spécialités,BOTTLE VC,"0,330 L",IPA,PREMIUM,"49,827","4,2107",,,,,
77,2021-01-12 00:00:00,47934,10,29635311,10,"0,792",13,1,1,,DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,LEFFE,LEFFE ROYALE,Super Spécialités,BOTTLE VC,"0,330 L",IPA,PREMIUM,"49,827","4,2107",,,,,
78,2021-01-12 00:00:00,63481,56,29635311,56,"3,36",6,1,1,"133,459685",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107","5,2","16,3440288","14,232","13,620024",0
79,2021-01-12 00:00:00,16550,200,29635311,200,18,6,1,1,"25,34558606",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107","3,8","6,408","5,34","5,34",0
80,2021-01-12 00:00:00,29777,70,29635311,70,"4,2",6,1,1,"133,0953046",DISTRIBOISSONS,2500,61 RUE EMILE ZOLA,B.B.C.D. (Hirson),FR01_ON_1000,FR01_ON_1004,2,,,,,,,,"49,827","4,2107",5,"12,1576896","10,488","10,131408",0
